movie_id,title,directors,starring,release_year,mpaa_rating
1596,Black Beach/White Beach,Ricky Kelly,"Ricky Kelly,Anson Asaka,Dr. Umar Johnson,David Hucks",2018,Não classificado
1597,Shrooms,Paddy Breathnach,"Maya Hazen,Lindsey Haun,Max Kasch,Jack Huston",2008,R
1598,Not Without My Daughter,Desconhecido,Brian Gilbert,1991,PG-13
1599,Alpha and Omega 2: A Howl-iday Adventure,Richard Rich,"Ben Diskin,Kate Higgins,Liza West,Lindsay Torrance",2013,Não classificado
1600,Tyler Perry's Madea's Neighbors From Hell (Play),Tyler Perry,"Tyler Perry,Cassi Davis,Wes Morgan",2014,Não classificado
1601,The Hobbit: The Battle of the Five Armies,Peter Jackson,"Martin Freeman,Ian McKellen,Richard Armitage",2014,PG-13
1602,Shrek 2,"Andrew Adamson,Kelly Asbury,Conrad Vernon","Mike Myers,Eddie Murphy,Cameron Diaz,Julie Andrews",2004,PG
1603,Turbo Kid,"Anouk Whissell,Francois Simard,Yoann-Karl Whissell","Munro Chambers,Laurence Lebouef,Michael Ironside",2015,R
1604,Savannah,Annette Haywood-Carter,"Jim Caviezel,Chiwetel Ejiofor,Jaimie Alexander",2014,PG-13
1605,Brooklyn's Finest,Antoine Fuqua,"Don Cheadle,Ethan Hawke,Richard Gere,Wesley Snipes",2010,R
1606,Breakheart Pass,Desconhecido,Tom Gries,1976,PG
1607,Mrs. Palfrey At The Claremont,Dan Ireland,"Joan Plowright,Rupert Friend,Zoë Tapper,Robert Lang",2008,Não classificado
1608,CrazySexyCool: The TLC Story,Charles Stone III,"Keke Palmer,Rochelle Aytes,Evan Ross",2013,Não classificado
1609,Airspeed,Robert Tinnell,"Elisha Cuthbert,Joe Mantegna",2004,PG
1610,Kellen Erskine: Zoomed Out,Brian Volk-Weiss,Kellen Erskine,2022,Não classificado
1611,Cartoon Classics - Vol. 3: 25 Favorite Cartoons - 3 Hours,"Max Fleischer,Tex Avery","Bugs Bunny,Daffy Duck,Casper the Friendly Ghost",2017,PG-13
1612,The More You Ignore Me,Keith English,"Ella Hunt,Sheridan Smith,Mark Addy,Sally Phillips",2020,Não classificado
1613,Gone Girl,David Fincher,"Ben Affleck,Rosamund Pike,Neil Patrick Harris",2014,R
1614,Ready Player One,Steven Spielberg,"Tye Sheridan,Olivia Cooke,Ben Mendelsohn,T.J. Miller",2018,PG-13
1615,Senior Moment,Giorgio Serafini,"William Shatner,Jean Smart,Christopher Lloyd",2021,Não classificado
1616,The strange case of the claustrophobic ghost,Alejandro Sugich L.A.,"Lukas Urkijo,Ana Emilia,Fausto Espejel,Danae Reynaud",2023,Não classificado
1617,Brotherhood,Wayne Rose,Steven Seagal,2011,Não classificado
1618,Time Simply Passes,Ty Flowers,"James Joseph Richardson,Mark Lane,Janet Reno",2018,Não classificado
1619,The Way of the West (2011),Wyeth Clarkson (S. Wyeth Clarkson),"Jessica Paré,Tony Munch,George Buza,Andrew W. Walker",2011,R
1620,The Autopsy of Jane Doe,Andre Ovredal,"Brian Cox,Emile Hirsch,Ophelia Lovibond",2016,R
1621,A Star Is Born (1976),Frank Pierson,"Barbra Streisand,Kris Kristofferson,Gary Busey",1976,R
1622,Eight Men Out,John Sayles,"Charlie Sheen,Christopher Lloyd,Clifton James",1988,Não classificado
1623,The Indian Fighter,Andre De Toth,"Kirk Douglas,Elsa Martinelli,Walter Matthau",1955,Não classificado
1624,Black Girl Missing,Desconhecido,Johnson Management Group,2023,Não classificado
1625,The Blair Witch Project,"Daniel Myrick,Eduardo Sanchez","Heather Donahue,Joshua Leonard,Michael C. Williams",1999,R
1626,Unacknowledged: An Expose of the World's Greatest Secret,Michael Mazzola,"Steven M. Greer,Giancarlo Esposito,Richard Doty",2017,Não classificado
1627,Gary Owen: #DoinWhatIDo,Brian Volk-Weiss,Gary Owen,2019,Não classificado
1628,Tyler Perry's Daddy's Little Girls,Tyler Perry,"Gabrielle Union,Idris Elba,Louis Gossett Jr.",2007,PG-13
1629,It Follows,David Robert Mitchell,"Maika Monroe,Keir Gilchrist,Daniel Zovatto",2015,R
1630,The Red Violin,François Girard,"Samuel L. Jackson,Carlo Cecchi,Irene Grazioli",1999,R
1631,Legends of Oz: Dorothy's Return,Will Finn,"Lea Michele,Martin Short,Bernadette Peters",2014,PG
1632,Mem Famous,Sumanth Prabhas,"Sumanth Prabhas,Saarya Laxman,Mani Aegurla",2023,Não classificado
1633,A Midsummer Night's Dream,David Kerr,"John Hannah,Matt Lucas,Bernard Cribbins",,Não classificado
1634,The Final Say,Christopher Nolen,"Deborah Joy Winans,Timon Kyle Durrett,Tiffany Snow",2023,Não classificado
1635,Relaxing Beach Campfire 8 hours,Desconhecido,Mark Knight,2017,Não classificado
1636,Absolutely Anything,Terry Jones,"Simon Pegg,Kate Beckinsale,Sanjeev Bhaskar,Rob Riggle",2017,R
1637,Princess Caraboo,Michael Austin,"Phoebe Cates,Kevin Kline,John Lithgow,Stephen Rea",1994,PG
1638,The More You Ignore Me,Keith English,"Ella Hunt,Sheridan Smith,Mark Addy,Sally Phillips",2020,Não classificado
1639,Trial by Fire,Edward Zwick,"Laura Dern,Emily Meade",2019,R
1640,Breakheart Pass,Desconhecido,Tom Gries,1976,PG
1641,The Last Keepers,Maggie Greenwald,"Virginia Madsen,Aidan Quinn,Zosia Mamet",2013,PG-13
1642,Legends of Oz: Dorothy's Return,Will Finn,"Lea Michele,Martin Short,Bernadette Peters",2014,PG
1643,Secrets of the Mega Resort,Desconhecido,Phil Stein,2019,Não classificado
1644,Relaxing Beach Campfire 8 hours,Desconhecido,Mark Knight,2017,Não classificado
1645,Blood Father,Jean-François Richet,"Mel GIbson,William H Macy,Erin Moriarty",2016,R
1646,Eden Lake,James Watkins,"Kelly Reilly,Michael Fassbender,Jack O'Connell",2008,R
1647,Chato's Land,Michael Winner,"Charles Bronson,Jack Palance,James Whitmore",1972,PG
1648,Night Ambush,"Powell,Michael,Pressburger,Emeric","Christopher Lee,Dirk Bogarde,Marius Goring",1958,Não classificado
1649,Bongwater,Richard Sears,"Luke Wilson,Alicia Witt,Amy Locane,Brittany Murphy",2013,R
1650,A Night To Remember,Roy Ward Baker,"Kenneth More,Ronald Allen",,Não classificado
1651,Masters Of The Universe,Gary Goddard,"Dolph Lundgren,Frank Langella,Meg Foster",1987,PG
1652,Absolutely Anything,Terry Jones,"Simon Pegg,Kate Beckinsale,Sanjeev Bhaskar,Rob Riggle",2017,R
1653,Big Momma's House 2,John Whitesell,"Martin Lawrence,Nia Long,Emily Procter,Zachary Levi",2006,PG-13
1654,Run the Race,Chris Dowling,"Tanner Stine,Kristoffer Polaha",2019,Não classificado
1655,I Can Do Bad All By Myself (Stage Play),Tyler Perry,"Tyler Perry,David Mann,Tamela Mann",2002,Não classificado
1656,Plan A,"Doron Paz,Yoav Paz","August Diehl,Sylvia Hoeks,Michael Aloni",2022,Não classificado
1657,The Last Keepers,Maggie Greenwald,"Virginia Madsen,Aidan Quinn,Zosia Mamet",2013,PG-13
1658,Scary Movie,Keenen Ivory Wayans,"Regina Hall,Carmen Electra,Anna Faris,Jon Abrahams",2000,R
1659,Fright Night (1985),Tom Holland,"Chris Sarandon,William Ragsdale,Roddy McDowall",1985,Não classificado
1660,Horrible Bosses 2,Sean Anders,"Jason Bateman,Charlie Day,Jason Sudeikis",2014,R
1661,Jinkx Monsoon: Red Head Redemption,Brian Volk-Weiss,Jinkx Monsoon,2023,Não classificado
1662,Brad Williams Fun Size,Scott L. Montoya,Brad Williams,2015,Não classificado
1663,Beyonce & Jay-Z: Power Love,Jordan Hill,"Beyonce Knowles,Jay-Z",2021,Não classificado
1664,Christmas on Holly Lane,Michael Scott,"Sarah Lancaster,Karen Holness,Gina Holden",2018,PG
1665,King Arthur,Antoine Fuqua,"Clive Owen,Keira Knightley,Ioan Gruffudd",2004,PG-13
1666,The Hound Of The Baskervilles (1959),Terence Fisher,"Peter Cushing,Andre Morell,Christopher Lee",1959,Não classificado
1667,The Inheritance,Bobby Roth,"Cari Shayne,Brigitta Dau,Brigid Brannagh",1997,Não classificado
1668,Yellowstone Supervolcano,Desconhecido,Mary Anne Alton,2015,Não classificado
1669,The Place Beyond The Pines,Derek Cianfrance,"Ryan Gosling,Ray Liotta,Bradley Cooper,Eva Mendes",2013,R
1670,The Hobbit: The Desolation of Smaug,Peter Jackson,"Ian McKellen,Martin Freeman,Richard Armitage",2013,PG-13
1671,Some Kind of Hero,Michael Pressman,"Richard Pryor,Margot Kidder,Ray Sharkey,Ronny Cox",1982,R
1672,Spider-Man: No Way Home (Bonus Content),Jon Watts,"Tom Holland,Zendaya,Benedict Cumberbatch,Jon Favreau",2021,Não classificado
1673,Halloween II,Rob Zombie,"Scout Taylor-Compton,Tyler Mane,Malcolm McDowell",1981,R
1674,Leonie,Hisako Matsui,"Emily Mortimer,Christina Hendricks,Mary Kay Place",2010,PG-13
1675,Little Shop of Horrors,Frank Oz,"Levi Stubbs,Rick Moranis,Ellen Greene",1986,PG-13
1676,Man of Tai Chi,Keanu Reeves,"Keanu Reeves,Tiger Hu Chen,Karen Mok,Simon Yam",2013,R
1677,American Ultra,Nima Nourizadeh,"Jesse Eisenberg,Kristen Stewart,Topher Grace",2015,R
1678,Battle for Sevastopol,Sergei Mokritsky,"Yulia Peresild,Joan Blackham,Eugeniy Tsiganov",2016,Não classificado
1679,Asian Tsunami: The Deadliest Wave,Desconhecido,Marc Tiley,2014,Não classificado
1680,Renfroe's White Christmas,Charles B. Pierce,"Nicholas Todd,Daniel Glover,Aaron Bohl",1997,Não classificado
1681,Rain Man,Barry Levinson,"Dustin Hoffman,Tom Cruise,Valeria Golino",1988,R
1682,Madea's Big Happy Family (Play),Tyler Perry,"Chandra Currelley-Young,Tyler Perry,Cassi Davis",2010,Não classificado
1683,The Goonies [4K UHD],Richard Donner,"Sean Astin,Josh Brolin,Jeff Cohen,Corey Feldman",,Não classificado
1684,Game of Thrones: The Complete Collection [4K UHD],Various,Various,,Não classificado
1685,The Players Club,Ice Cube,"Bernie Mac,Monica Calhoun,AJ Johnson,Ice Cube",1998,Não classificado
1686,Munchies,Tina Hirsch,"Harvey Korman,Charlie Stratton,Nadine Van der Velde",1987,PG
1687,You're Not Alone,Eduardo Rodriguez,"Katia Winter,Julee Cerda,Zach Avery,Richard Bekins",2020,Não classificado
1688,Robo,Sarik Andreasyan,"Vladimir Vdovichenkov,Maria Mironova",2020,Não classificado
1689,Alpha and Omega: Dino Digs,Tim Maltby,"Ben Diskin,Kate Higgins,Erin Fitzgerald,Chris Smith",2016,Não classificado
1690,The Living Daylights,John Glen,"Timothy Dalton,Maryam D'abo,Jeroen Krabbe",1987,PG
1691,Jim Gaffigan: Noble Ape,Jeannie Gaffigan,Jim Gaffigan,2018,Não classificado
1692,Antwone Fisher,---,"Denzel Washington,Derek Luke",2003,PG-13
1693,Gunless,William Phillips,"Paul Gross,Sienna Guillory,Dustin Milligan",2010,Não classificado
1694,A Bold Affair,Rick Jacobson,"Jeff Trachta,Schae Harrison,Sandra Dee Robinson",1998,R
1695,Shania: A Life in Eight Albums,Jerry Ciccoritti,"Meredith Henderson,Megan Follows,Diego Klattenhoff",2005,Não classificado
1696,Death Sentence,James Wan,"Kevin Bacon,Kelly Preston,Garrett Hedlund",2007,R
1697,Tornado Valley,Andrew C. Erin,"Meredith Monroe,Cameron Bancroft,Pascale Hutton",2009,Não classificado
1698,The Cabin in the Woods,Drew Goddard,"Kristen Connolly,Chris Hemsworth,Anna Hutchison",2012,R
1699,Secretary,Steven Shainberg,"James Spader,Maggie Gyllenhaal,Jeremy Davies",2002,R
1700,Trial by Fire,Edward Zwick,"Laura Dern,Emily Meade",2019,R
1701,The Matchmaker's Playbook,Tosca Musk,"Caitlin Carver,Justene Alpert,Tyler Johnson",2018,R
1702,Anchorman: The Legend of Ron Burgundy,Adam McKay,"Will Ferrell,Christina Applegate,Steve Carell",2004,Não classificado
1703,The Menu,Mark Mylod,"Ralph Fiennes,Anya Taylor-Joy,Nicholas Hoult",2022,R
1704,The Wizard of Oz,Victor Fleming,"Judy Garland,Ray Bolger,Jack Haley,Bert Lahr",1939,G
1705,Spaceballs,Mel Brooks,"Mel Brooks,John Candy,Rick Moranis,Bill Pullman",1987,PG
1706,Shutter,Masayuki Ochiai,"Joshua Jackson,Rachael Taylor,John Hensley",2008,PG-13
1707,Invisible Life,Karim Ainouz,"Julia Stockler,Carol Duarte,Flavia Gusmao",2019,R
1708,SECOND CHANCE CHRISTMAS,Danny Buday,"Katrina Begin,Tilky Jones,Charlene Tilton",2017,Não classificado
1709,The Dark Knight,Christopher Nolan,"Christian Bale,Heath Ledger,Maggie Gyllenhaal",2008,PG-13
1710,Jeepers Creepers,Victor Salva,"Justin Long,Gina Philips,Patricia Belcher",2001,R
1711,Conan The Barbarian,Marcus Nispel,"Ron Perlman,Rachel Nichols,Stephen Lang,Rose McGowan",2011,R
1712,The Silence of the Lambs,Jonathan Demme,"Jodie Foster,Anthony Hopkins,Scott Glenn,Ted Levine",1991,R
1713,Prospect,"Christopher Caldwell,Zeek Earl","Sophie Thatcher,Pedro Pascal,Jay Duplass",2018,R
1714,Elephants of Kilimanjaro,Marjolein Duermeijer,Simon Shrimpton Smith,2022,Não classificado
1715,The Matrix,"Lilly Wachowski,Lana Wachowski,Bruce Hunt","Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss",1999,R
1716,Call Me: The Rise and Fall of Heidi Fleiss,Charles McDougall,"Jamie-Lynn Sigler,Saul Rubinek,Emmanuelle Vaugier",2004,Não classificado
1717,Real Crime A Very Special Constable: Nisha Patel,Tom Whitter,Mark Austin,2008,Não classificado
1718,John Wick,Chad Stahelski,"Keanu Reeves,Michael Nyqvist,Alfie Allen,Willam Dafoe",2014,R
1719,Don't Worry Darling,Olivia Wilde,"Florence Pugh,Harry Styles,Olivia Wilde,Gemma Chan",2022,R
1720,The Presidio,Peter Hyams,"Sean Connery,Mark Harmon,Meg Ryan,Jack Warden",1988,R
1721,Lady Mobster,John Llewellyn Moxey,"Susan Lucci,Michael Nader,Roscoe Born,Thom Bray",1988,Não classificado
1722,The Phantom Empire,Fred Olen Ray,"Ross Hagen,Jeffrey Combs,Dawn Wildsmith,Robert Quarry",1989,R
1723,Legend of the Red Dragon,"Jing Wong,Corey Yuen",Jet Li,2002,Não classificado
1724,Conan The Barbarian,Marcus Nispel,"Ron Perlman,Rachel Nichols,Stephen Lang,Rose McGowan",2011,R
1725,Annie,Will Gluck,"Quvenzhané Wallis,Cameron Diaz,Jamie Foxx",2014,PG
1726,Return of Sabata,Gianfranco Parolini,"Lee Van Cleef,Reiner Schöne,Giampiero Albertini",1972,PG
1727,Koyaanisqatsi,Godfry Reggio,"Lou Dobbs,Ted Koppel",1982,Não classificado
1728,All About My Mother,Pedro Almodovar,"Marisa Peredes,Penelope Cruz,Candela Pena",2000,R
1729,Shot In The Dark,Keene McRae,"Kristoffer McMillan,Keene McRae,Christine Donlon",2022,Não classificado
1730,Dino Dana The Movie,J.J. Johnson,"Michela Luci,Saara Chaudry,Richie Lawrence",2020,Não classificado
1731,Hereditary,Ari Aster,"Toni Collette,Alex Wolff,Milly Shapiro",2018,R
1732,The Silence of the Lambs,Jonathan Demme,"Jodie Foster,Anthony Hopkins,Scott Glenn,Ted Levine",1991,R
1733,The Pink Panther,Shawn Levy,"Steve Martin,Kevin Kline,Jean Reno,Emily Mortimer",2006,PG
1734,The Cutting Edge,Paul Michael Glaser,"D.B. Sweeney,Moira Kelly,Roy Dotrice,Dwier Brown",1992,Não classificado
1735,All of Me,Carl Reiner,"Steve Martin,Lily Tomlin,Richard Libertini",1984,PG
1736,Crooklyn,Spike Lee,"Alfre Woodard,Delroy Lindo,David Patrick Kelly",1994,Não classificado
1737,Brad Williams: Daddy Issues,Scott Montoya,Brad Williams,2016,Não classificado
1738,Khumba,Anthony Silverston,"Jake T. Austin,Steve Buscemi,Laurence Fishburne",2013,Não classificado
1739,Black Screen Ocean Waves for Sleep 9 hours,Desconhecido,Mark Knight,2017,Não classificado
1740,The Eight Hundred,Hu Guan,"Zhi-zhong Huang,Hao Ou,Wu Jiang,Yi Zhang",2020,Não classificado
1741,Once Upon A Time in the District,Harold Jackson,"Judi Johnson,Ashley Rios,Karon Riley",,Não classificado
1742,The Pink Panther,Shawn Levy,"Steve Martin,Kevin Kline,Jean Reno,Emily Mortimer",2006,PG
1743,All About My Mother,Pedro Almodovar,"Marisa Peredes,Penelope Cruz,Candela Pena",2000,R
1744,All of Me,Carl Reiner,"Steve Martin,Lily Tomlin,Richard Libertini",1984,PG
1745,Where the Red Fern Grows,"Jim McCullough Jr.,Norman Tokar","James Whitmore,Beverly Garland,Jack Ging",1974,Não classificado
1746,Crooklyn,Spike Lee,"Alfre Woodard,Delroy Lindo,David Patrick Kelly",1994,Não classificado
1747,Billy Two Hats,Ted Kotcheff,"Desi Arnaz Jr.,Gregory Peck,Jack Warden",1974,PG
1748,Fire With Fire,David Barrett,"Josh Duhamel,Rosario Dawson,Bruce Willis",2012,R
1749,Pigs,Marc Lawrence,"Jessy Vint,Tony Lawrence,Catherine Ross",1973,R
1750,The Secret Life of Pets 2,Chris Renaud,"Kevin Hart,Harrison Ford,Patton Oswalt",2019,PG
1751,Baby Boom,Charles Shyer,"Diane Keaton,Sam Shepard,Harold Ramis,Sam Wanamaker",1987,PG
1752,House of the Rising Sun,Brian A. Miller,"David Batista,Amy Smart,Danny Trejo,Dominic Purcell",2011,R
1753,Noble Intentions,James C. Turner,"Obba Babatunde,Aaron D. Spears",2023,Não classificado
1754,Field Of Honor (1986),Hans Scheepmaker,"Frank Schaafsma,Guus Van Der Made",1987,R
1755,Young Guns II,Geoff Murphy,"Emilio Estevez,Kiefer Sutherland",1990,PG-13
1756,The Ash Lad: In Search of the Golden Castle,Mikkel Brænne Sandemose,"Vebjørn Enger,Eili Harboe,Mads Sjøgård Pettersen",2017,Não classificado
1757,Murder on the Orient Express,Sidney Lumet,"Albert Finney,Lauren Bacall,Martin Balsam",1974,PG
1758,Go to School and Learn with Blippi,Stevin John,Stevin John,2014,Não classificado
1759,Super 8,J.J. Abrams,"Elle Fanning,Kyle Chandler,Joel Courtney",2011,Não classificado
1760,Armored,Nimrod Antal,"Matt Dillon,Jean Reno,Laurence Fishburne",2009,PG-13
1761,What Haunts Us,Paige Goldberg Tolmach,"Eddie Fischer,Guerry Glover,Mackie Krawcheck",2018,Não classificado
1762,Greyson Family Christmas,Lisa France,"Robinne Lee,Stan Shaw,Kalilah Harris,Karson Kern",2019,Não classificado
1763,Brad Williams: Daddy Issues,Scott Montoya,Brad Williams,2016,Não classificado
1764,Gentle Midnight Rain black screen 9 hours,Desconhecido,Mark Knight,2017,Não classificado
1765,The Virgin Suicides,Sofia Coppola,"James Woods,Kathleen Turner,Kirsten Dunst",2000,R
1766,The Breed,Nicholas Mastandrea,"Michelle Rodriguez,Oliver Hudson,Taryn Manning",2007,R
1767,Gray Matter,Meko Winbush,"Mia Isaac,Jessica Dukes,Andrew Liner,Garret Dillahunt",2023,Não classificado
1768,Switchback,Jeb Stuart,"Dennis Quaid,Danny Glover,Jared Leto,R. Lee Ermey",1997,R
1769,Tremors,Ron Underwood,"Kevin Bacon,Fred Ward,Finn Carter",1990,PG-13
1770,Fantastic Beasts: The Crimes of Grindelwald,David Yates,"Eddie Redmayne,Katherine Waterston,Alison Sudol",2018,PG-13
1771,Dr. Seuss' The Lorax,Chris Renaud,"Danny DeVito,Ed Helms,Zac Efron,Taylor Swift",2012,PG
1772,Pain & Gain,Michael Bay,"Mark Wahlberg,Dwayne Johnson,Anthony Mackie",2013,R
1773,Sleepaway Camp II: Unhappy Campers,Michael A. Simpson,"Brian Patrick Clarke,Valerie Hartman",1988,R
1774,"I Do, But I Don't",Kelly Makin,"Yannick Bisson,Dean Cain",2004,PG-13
1775,The Strange Life of Dr. Frankenstein,Jean Froment,"Beatrice Cheramy,Fiona Stafford,Dr. Laurent Lantieri",2018,Não classificado
1776,Everything You Always Wanted To Know About Sex * But Were Afraid To Ask,Woody Allen,"Woody Allen,John Carradine,Lou Jacobi,Louise Lasser",1972,R
1777,Fool's Gold,Andy Tennant,"Matthew McConaughey,Kate Hudson,Donald Sutherland",2008,PG-13
1778,A Rose For Her Grave: The Randy Roth Story,Desconhecido,Best on Best LLC,2023,Não classificado
1779,The Perks Of Being A Wallflower,Stephen Chbosky,"Logan Lerman,Emma Watson,Ezra Miller,Mae Whitman",2012,PG-13
1780,Fifty Shades of Grey (Unrated Edition),Sam Taylor-Johnson,"Dakota Johnson,Jamie Dornan,Jennifer Ehle",2015,Não classificado
1781,The Wash,Dj Pooh,"Dr. Dre,Calvin Broadus,George Wallace",2001,R
1782,Yesterday's Children,Marcus Cole,"Jane Seymour,Clancy Brown,Kyle Howard,Denis Conway",,Não classificado
1783,In Bed with a Killer,"MarVista Entertainment, Inc.","Jennifer Taylor,Ryan Patrick Shanahan,Al Sapienza",2019,Não classificado
1784,Blackbird,Roger Mitchell,"Susan Sarandon,Kate Winslett,Mia Wasikowska,Sam Neill",2020,R
1785,As It Happened: Tarawa,Ashley Gething,Stephen Rasbrook,2020,Não classificado
1786,THE HUNGER GAMES,Gary Ross,"Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth",2012,PG-13
1787,Mary Higgins Clark's: I'll Be Seeing You,Will Dixon,"Alison Eastwood,Bo Svenson,Richy Mulller",2004,Não classificado
1788,Hotel Transylvania,Genndy Tartakovsky,"Adam Sandler,Andy Samberg,Selena Gomez,Kevin James",2012,PG
1789,The Croods: A New Age,Joel Crawford,"Nicolas Cage,Emma Stone,Ryan Reynolds",2020,PG
1790,Knocked Up,Judd Apatow,"Jonah Hill,Martin Starr,Paul Rudd,Katherine Heigl",2007,R
1791,Live Free or Die Hard,Len Wiseman,"Bruce Willis,Justin Long,Timothy Olyphant",2007,PG-13
1792,Blippi's Snowflake Scavenger Hunt,---,Stevin John,2014,Não classificado
1793,Avarice,John V. Soto,"Gillian Alexy,Luke Ford,Alexandra Nell,Ryan Panizza",2022,Não classificado
1794,Mercenary,Avi Nesher,"Olivier Gruner,John Ritter,Robert Culp,Ed Lauter",1997,Não classificado
1795,Dressed to Kill,Brian De Palma,"Angie Dickenson,Michael Caine,Nancy Allen",1980,R
1796,Jose Canseco: The Truth Hurts,Bill McAdams Jr.,Jose Conseco,2016,Não classificado
1797,Octopussy,John Glen,"Roger Moore,Maud Adams,Louis Jourdan,Kristina Wayborn",1983,PG
1798,Rec 2,"Jaume Balagueró,Paco Plaza","Jonathan Mellor,Óscar Sanchez Zafra,Ariel Casas",2009,R
1799,Late Night,Nisha Ganatra,"Emma Thompson,Mindy Kaling,John Lithgow",2019,R
1800,Who Made the Potatoe Salad,Coke Daniels,"Jaleel White,DeRay Davis,Eddie Griffin",2006,Não classificado
1801,Return of Sabata,Gianfranco Parolini,"Lee Van Cleef,Reiner Schöne,Giampiero Albertini",1972,PG
1802,The Quest,Jean-Claude Van Damme,"Jean-Claude Van Damme,Roger Moore,James Remar",1996,PG-13
1803,Memories,Katsuhiro Otomo,Tsutomu Isobe,1995,Não classificado
1804,Tracers,Daniel Benmayor,"Taylor Lautner,Marie Avgeropoulos,Adam Rayner",2015,PG-13
1805,Boogie,Eddie Huang,"Taylor Takahashi,Taylour Paige,Jorge Lendeborg Jr.",2021,R
1806,Cantinflas ESP,Sebastian del Amo,"Oscar Jaenada,Michael Imperioli,Ilse Salas",2014,PG
1807,Exodus: Gods and Kings,Ridley Scott,"Christian Bale,Joel Edgerton,John Turturro,Aaron Paul",2014,PG-13
1808,The Killer,Choi Jae-hoon,"Jang Hyuk,Lee Seo-young,Bruce Khan",2023,Não classificado
1809,Stage Mother,Thom Fitzgerald,"Jacki Weaver,Lucy Liu,Adrian Grenier,Mya Taylor",2020,Não classificado
1810,Primal Doubt,Yelena Lanskaya,"Janine Turner,Costas Mandylor,Maeve Quinlan",2007,Não classificado
1811,Mistletoe Mixup,Andrew Lawrence,"Matthew Lawrence,Danielle C. Ryan,Joey Lawrence",2021,PG
1812,Autumn Stables,Andrew Cymek,"Cindy Busby,Kevin McGarry,Alys Crocker,Dan Karpenchuk",2018,Não classificado
1813,The Gift,---,"Cate Blanchett,Gary Cole,Kim Dickens,Stuart Greer",2001,R
1814,Jesse Stone: Death in Paradise,Robert Harmon,"Tom Selleck,Viola Davis,Vito Rezza,Kohl Sudduth",2006,Não classificado
1815,Big Momma's House,Raja Gosnell,"Martin Lawrence,Nia Long,Paul Giamatti",2000,PG-13
1816,Dead Presidents,"Albert Hughes,Allen Hughes","Larenz Tate,Keith David,Chris Tucker,Terrence Howard",1995,R
1817,Beauty Shop,Billie Woodruff,"Queen Latifah,Alicia Silverstone,Andie MacDowell",2005,PG-13
1818,JFK: The Smoking Gun,Malcolm Mcdonald,"Larry Day,Tod Fennell,Arthur Holden,Alex Ivanovici",2013,Não classificado
1819,Monster Island,Leopoldo Aguilar,"Phillip Adrian Vasquez,Roger L. Jackson,Johnny Rose",2009,Não classificado
1820,Secrets of the Shroud,Desconhecido,Gary Grieg,2005,Não classificado
1821,Shaft,John Singleton,"Samuel L. Jackson,Vanessa Williams,Jeffrey Wright",2000,R
1822,THE LEGEND & BUTTERFLY,Keishi Otomo,"Takuya Kimura,Haruka Ayase,Hideaki Ito,Miki Nakatani",2023,Não classificado
1823,The Nest,Roberto De Feo,"Francesca Cavallin,Justin Korovkin",2019,Não classificado
1824,"The British Virgin Islands - Caribbean, Crown and Crab Racing",Desconhecido,Steffen Schneider,2018,Não classificado
1825,Sliver,Phillip Noyce,"Sharon Stone,William Baldwin,Tom Berenger",1993,Não classificado
1826,Mommy Dead and Dearest,Erin Lee Carr,"Jim Arnott,Gypsy Rose Blanchard,David Blanchard",2017,Não classificado
1827,Erased,Philipp Stölzl,"Aaron Eckhart,Olga Kurylenko,Liana Liberato",2013,R
1828,The Doors,---,"Val Kilmer,Meg Ryan,Kyle MacLachlan,Frank Whaley",1991,Não classificado
1829,Beauty And The Beast,Christophe Gans,"Vincent Cassel,Lea Seydoux,Andre Dussollier",2016,PG-13
1830,Kicking And Screaming,Jesse Dylan,"Will Ferrell,Robert Duvall,Mike Ditka",2005,PG
1831,True To The Game,Preston A. Whitmore II,"Vivica A. Fox,Columbus Short,Nelsan Ellis",2017,R
1832,Harry Potter And The Prisoner Of Azkaban,Alfonso Cuarón,"Daniel Radcliffe,Rupert Grint,Emma Watson",2004,PG
1833,The Exorcist,William Friedkin,"Ellen Burstyn,Max von Sydow,Linda Blair",1973,R
1834,The Fighter,David O. Russell,"Mark Wahlberg,Christian Bale,Amy Adams,Melissa Leo",2010,Não classificado
1835,Halloween: Resurrection,Rick Rosenthal,"Jamie Lee Curtis,Busta Rhymes,Bianca Kajlich",2002,R
1836,Marineland Carnival with The Munsters TV Cast Members,Various,"Fred Gwynne,Yvonne De Carlo,Al Lewis,Pat Priest",1965,Não classificado
1837,Chernobyl Diaries,"Bradley Parker,Brad Parker","Ingrid Bolso Berdal,Dimitri Diatchenko",2012,R
1838,The Reality of Love,Sheldon Larry,"Bradley Cooper,Jason Priestley,Emma Caulfield Ford",2004,Não classificado
1839,Tyler Perry's A Madea Christmas - The Play,Tyler Perry,"Tyler Perry,Cassi Davis",2011,Não classificado
1840,Harry Potter: The Complete 8-Film Collection [DVD],"Chris Columbus,Alfonso Cuaron,Mike Newell,David Yates","Daniel Radcliffe,Rupert Grint,Emma Watson",,Não classificado
1841,The Score,Frank Oz,"Robert De Niro,Edward Norton,Angela Bassett",2001,R
1842,Reminiscence,Lisa Joy,"Hugh Jackman,Rebecca Ferguson,Thandiwe Newton",2021,PG-13
1843,Judy,---,"Renée Zellweger,Rufus Sewell,Michael Gambon",2019,PG-13
